Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: Lower: [0], Upper: [1000], RMSE: 1.114, BIC: 72.634

Predictions
Note2: test2note2

Note: tenq

x,y_original,NeoHookean_ypred
0.043633333,0.018135645,0.06475176332882676
0.065746667,0.031652736,0.09874214058853453
0.08695,0.045264498,0.13213852311728616
0.10761,0.057815022,0.16548264471737573
0.12783,0.07023214,0.1989285064832161
0.147636667,0.083929024,0.23251205584284665
0.167053333,0.096613927,0.26626500391336994
0.1861,0.110668386,0.3002144612328227
0.204793333,0.124174849,0.3343824793750691
0.22314,0.138591645,0.3687728901261026
0.24116,0.153861612,0.40341451770905096
0.25886,0.168415349,0.43831135503039975
0.27625,0.183757431,0.47347354286549875
0.29335,0.199135877,0.5089323292200553
0.310156667,0.214903407,0.5446710913585512
0.326686667,0.231796985,0.580714882819356
0.342943333,0.248106116,0.6170605223619066
0.358946667,0.265655117,0.6537426236853556
0.37469,0.283181226,0.690735379589342
0.3902,0.301730464,0.7280912039480709
0.405466667,0.320876471,0.7657758080269785
0.4205,0.340597062,0.8038023014639302
0.43532,0.360863981,0.842211131065548
0.449916667,0.381907232,0.880965896671334
0.464306667,0.403313698,0.9200997797392927
0.47849,0.42526193,0.9596021262219393
0.49248,0.446924312,0.999499595845636
0.50627,0.468991243,1.039762247508256
0.51988,0.49216602,1.0804378394757481
0.5333,0.515214522,1.121485831038623
0.546543333,0.539642889,1.1629356919960019
0.559616667,0.563620519,1.2047981305858404
0.57252,0.58853728,1.247062758965089
0.58526,0.615078697,1.2897408538359536
0.59784,0.640979489,1.3328332379417152
0.61026,0.668226506,1.376329071164456
0.62253,0.695976824,1.420252834096788
0.63465,0.724051879,1.4645943244951118
0.64663,0.753351419,1.5093803189897566
0.65846,0.782007962,1.5545628377873582
0.67016,0.812343819,1.6002081343555876
0.68172,0.842963756,1.6462675458350033
0.69315,0.874247938,1.6927705554234642
0.704446667,0.906204532,1.7396933671817496
0.71562,0.938835939,1.7870674447561001
0.72667,0.971552991,1.834883346442167
0.7376,1.005239178,1.8831458402564856
0.74841,1.040489998,1.9318450739406972
0.759103333,1.075439196,1.9809860299335889
0.76969,1.111160295,2.0306058428918052
0.78016,1.147507626,2.080648219687925
0.79052,1.184298314,2.1311345599391944
0.80078,1.222278324,2.182104899329112
0.81093,1.260470609,2.2335003065085144
0.82098,1.299765613,2.2853616239921646
0.83093,1.339056923,2.3376799703923825
0.84078,1.378729853,2.390445943481841
0.85054,1.419738794,2.4437046907184223
0.8602,1.461486065,2.4973927205156694
0.86977,1.50246122,2.5515562019235594
0.87925,1.546593326,2.6061867717324274
0.88864,1.589679955,2.6612756012304164
0.89794,1.633464845,2.7168133949292756
0.90716,1.678482956,2.7728517030869475
0.91629,1.723462199,2.829321131987736
0.92534,1.769538615,2.8862744863876904
0.93431,1.815283098,2.9437039135582013
0.9432,1.863777849,3.001601149839161
0.95201,1.910796099,3.0599575194012294
0.96074,1.959282327,3.1187639332961483
0.9694,2.008886699,3.178079953292085
0.97798,2.057987175,3.2378288925963705
0.98649,2.108041276,3.29807181902202
0.99493,2.159486962,3.358801517653765
1.0033,2.210646374,3.4200104167785317
1.0116,2.262991536,3.4816905866765646
1.01983,2.316229663,3.543833738630503
1.02799,2.369651171,3.6064312241573053
1.03609,2.423605147,3.669552573252973
1.04412,2.478373654,3.733112336195947
1.05209,2.533580007,3.797181820219548
1.06,2.589277514,3.8617547113548736
1.06784,2.646345741,3.9267408695479062
1.07562,2.703515166,3.992214353782429
1.083343333,2.760692915,4.05819659590327
1.09101,2.819122138,4.124681333860092
1.09861,2.878416243,4.19157333372113
1.10616,2.938173217,4.259011785914686
1.11365,2.998416726,4.326900870454093
1.121083333,3.058362485,4.395262700222837
1.128466667,3.120104499,4.464152209614841
1.13579,3.183364839,4.533468736513035
1.14306,3.245367985,4.60326710299603
1.150283333,3.309089456,4.673605461176289
1.15745,3.371701321,4.744379649738978
1.16457,3.437185343,4.8156813652915735
1.17164,3.502818586,4.887471311906584
1.17865,3.568947826,4.959638966938216
1.18562,3.634485181,5.032383104479703
1.19254,3.702135623,5.105594107323522
1.19942,3.769795937,5.179372306597863
1.20624,3.838216609,5.253495353694702
1.21302,3.907700412,5.328172501536399
1.219756667,3.977696647,5.403362328841591
1.226446667,4.04762266,5.4790212273965375
1.23309,4.119294025,5.555141829381285
1.23969,4.190235714,5.631755481693974
1.24625,4.262891596,5.708895300514051
1.25276,4.335426143,5.786436386493371
1.25923,4.409687504,5.864490320950307
1.26567,4.484261787,5.94317460402162
1.272056667,4.559413267,6.02219772746544
1.278406667,4.635590059,6.1017577224010635
1.284713333,4.711755284,6.181764991797667
1.290983333,4.788049936,6.262297865487763
1.297213333,4.86738994,6.343307848419592
1.30341,4.945779773,6.424876572310751
1.30956,5.026440637,6.506821654156054
1.31568,5.10533995,6.5893589276035796
1.32176,5.185250427,6.67234870943297
1.3278,5.267041438,6.755783549326842
1.333803333,5.348367039,6.839702660291936
1.33977,5.4319697,6.924099862152896
1.34571,5.516051011,7.009112719556806
1.35161,5.597620629,7.094545536292588
1.35747,5.683159636,7.180389893469191
1.363306667,5.768148263,7.266885584409449
1.3691,5.855732168,7.353730813548086
1.37487,5.942258875,7.441219862750965
1.3806,6.029584603,7.5290951532840165
1.386296667,6.11795274,7.61745130741339
1.39196,6.206621864,7.706282247578901
1.39759,6.296973746,7.795581758713646
1.403196667,6.386782899,7.88550471648021
1.40877,6.477186651,7.975886833492857
1.41431,6.5688509,8.06672141589159
1.41982,6.661893409,8.15805713471696
1.4253,6.754670358,8.249888756915986
1.43075,6.848199517,8.342210898665419
1.43617,6.943148038,8.435018025054527
1.44156,7.0389442,8.528304449809243
1.44692,7.134978078,8.622064335058296
1.45225,7.232851211,8.716291691141759
1.45756,7.330398945,8.811159975715276
1.462833333,7.426639655,8.906366071320434
1.46808,7.527066896,9.00208316918493
1.47331,7.626530328,9.098491861094283
1.4785,7.725954115,9.195156264172429
1.48367,7.827428963,9.292442026122462
1.48881,7.9293866,9.39015685174299
1.493923333,8.030751729,9.488357920789047
1.49901,8.135854314,9.587039900608415
1.50408,8.239410844,9.686394235683743
1.509113333,8.343662876,9.786023380646725
1.51413,8.449536594,9.886317499213371
1.51912,8.556104806,9.987073758595129
1.52408,8.662304084,10.08821785881593
1.52902,8.770050105,10.189948591761246
1.53393,8.879710207,10.292054762853718
1.53882,8.987586353,10.394738947752979
1.54369,9.098660259,10.49799870095853
1.54853,9.209236001,10.601616363556959
1.55335,9.320347556,10.705800276395959
1.55814,9.432296262,10.810328410276703
1.56292,9.545251986,10.915634338444237
1.56767,9.658262511,11.021274466047043
1.5724,9.77300993,11.127464967530766
1.5771,9.887911795,11.233974977853418
1.58179,10.00392892,11.34125443989875
1.58645,10.11953108,11.448842465364674
1.59109,10.23814192,11.556963221101606
1.59571,10.35789064,11.665613096640858
1.600303333,10.47478512,11.774629426487612
1.60488,10.59630536,11.884244669371496
